title,link,content
Costs of living and studying in Sweden,https://internationalstudents.blog.liu.se/2023/03/05/costs-of-living-and-studying-in-sweden/,"


Hello everyone! Today I wanted to talk a bit about how much it actually costs to live here in Sweden as a student and give some tips on how to save a bit of money while living here. Since Sweden is a very popular destination for international students, and Linköping University as well, it might be a good idea to look into the costs of living here so you’re not surprised when you arrive to Sweden. The education is really good, but the living costs might be expensive from time to time.
First of all, let’s take a look at tuition fees. If you’re an EU / EEA / Swiss citizen or if you have been granted permanent Swedish residency, you won’t have to pay any tuition fees for your studies here. If you’re not from one of those countries, you will have to pay a quite high tuition fee. However, this is dependent on the university and even on the program. When you have to pay tuition fee, you can apply for scholarships. If you want more information on scholarships and the requirements here at Linköping University, you can take a look here!

If you don’t have to pay tuition fee, the most significant expense is then probably the rent of your student housing. Since Linköping is not a super big city, rent of the rooms is really affordable, at least compared to the Netherlands. There are a few different options, most students live in corridor rooms rented from Heimstaden or Studentbostäder, and in these corridors you only share the kitchen with eight people. Monthly rent for corridor rooms ranges from approximately 3.400 to 3.900 SEK. However, you can also choose to live in an apartment or share a “normal” house with people. These options are a bit more expensive most of the time. A tip is definitely to sign up for Heimstaden and Studenbostäder to get queueing points, so that you have a nice room when you come here. There are furnished and unfurnished rooms, so it really depends on what your preferences are.
Other things that I spent quite some money on are grocery shopping and other daily expenses, such as bus tickets, clothing. Food shopping can be expensive, so it’s a good idea to check the weekly discounts your supermarket offers and try to get a membership. When you have a membership, you get more discounts, and you save points in some stores for discount checks. Going out for dinner is reasonably priced, it’s of course cheaper to cook at your home, but one recommendation for eating out is MoccaDeli – it’s around 125 till 180 SEK per meal and it’s really good food and the restaurant is nice. When it comes to transportation, I would really recommend getting a bike since pretty much everything is on biking distance in Linköping. Bus tickets are also a bit expensive, so saving on that is really nice when you can take the bike! And it’s a good exercise to bike on the hills ;).

I have always worked next to my studies, and this has always worked out for me really well. However, doing your master’s is challenging and it’s time consuming so you need to check if you are able to work next to it. It’s also a bit challenging to find jobs as a non-Swedish speaker, but there are a few places you could work. This might help in paying the rent, possible tuition fees and other daily expenses.
Hopefully this was helpful, and hope you had a nice weekend!
Hej då // Milou
____________________________________________________________
 
Why not continue the conversation with us?
Start with checking out:
Our programmes, the application process, webinars, and our Instagram and Facebook account.
Still left wanting more?
Book an appointment with our recruitment coordinator at infocenter@liu.se.
 
 
FacebookTweetPin











Michael Osarenren says: 

March 9, 2023 at 1:19 pm 
Thanks for the insightful story. If you do not mind, would shed some light on the issue of getting a job? I really love to have a mental over view of the work scenario.





Milou says: 

March 9, 2023 at 3:16 pm 
Hej Michael! Thank you :). Getting a job as a foreign student, without knowing Swedish, is pretty hard sadly. You can always try to look at the vacancies at the university – I know that sometimes they hire lab assistants, there is the student ambassador job, and there might be other possibilities as well. You can check them out here. Other than working for the university, there are summer jobs for example at tech companies, I would recommend checking LinkedIn for this I see it often on my feed. And lastly, working at a bar/restaurant is most of the time an option as well without knowing Swedish. I am working two jobs next to my studies, which is pretty demanding but I am used to working quite a lot so it’s not a problem for me. However, it really depends on how efficient you can work and how much time your studies take you, and of course studies should come first because you come to Linköping to study and not to work ;). 
Hopefully this helps, if you have any remaining questions please let me know.





Comments are disabled for this post






                                      Life in Sweden                                    



                                      Student life                                    





"
The many faces of Studenthuset,https://internationalstudents.blog.liu.se/2023/03/04/studenthuset/,"


Studenthuset (Student House or SH) is the building that stands out the most on Campus Valla. It is the newest building on Campus and was inaugurated end of August 2019. While I love going there to study the building has quite a bit more to offer.
Study area
Frist off let me tell you all the different options for studying that you have. Throughout the 2nd to 6th floor there are group tables with between 4 and 8 places as well individual places you can choose from. Since the building is quite modern all places are acquitted with chargers and the study areas have a lot of natural light. This is not a given in the older buildings on Campus Valla. There are also small study rooms that you can book online if you need a bit more privacy or if you have a presentation to practice. You’ll have to do that some time in advance though since they are usually booked out quickly.
Classrooms
There are also a few classrooms looked in SH. They usually start with a ‘SH’ followed by the number, the first being the floor it’s on. So, on the 6th floor you will find the classrooms SH62 and SH63.
Library
SH also holds the LiU Library. This in combination with the options for studying confused me a bit in the beginning. Where I am from the Library is dead silent with no foods or drinks other than water allowed. The slightest sound will earn you judging looks. Studenthuset however is meant to be a place where the students come together, work on group project and talk. Also you might get a bit confused at first when trying to find the books you are looking for. There are two different ways of borrowing books: day loans and regular loas. You can check the availability for both on the LiU Library website. The day loans items can be found on the 3rd floor and as the name suggests you have to return them the same day. It’s a great option for when you are staying at SH anyway and don’t what to carry the books around. The regular books can be found on the first floor. Now it is important to note that the ground floor is not the first floor, it is the second. SO, the normal book stakes are in the basement. To get any book you need to have your LiU Card with you
DigiMaker
SH also gives room to the LiU DigiMaker which is a Digital Lab and Makerspace. It’s basically a creative environment for testing and sharing technology, methods and experiences. They offer workshops and materials for a lot of different activities like virtual reality, 3D-printing and CAD, and of course video and podcast recording.  It’s also where we record our international podcast. You can find all their offers on their website.
Info Centre
On the ground floor you also have the LiU Info Centre which will be the place you go to first after arrival to register and get your LiU card. You can always contact them  with any questions you have around administrative stuff. If they don’t know the answer they will refer you to someone who knows.
Lunch

Around lunch time, which in Sweden is quite early around 12PM, SH becomes a restaurant. While there is an actual restaurant on the ground floor, most students will bring lunch boxes from home as it’s much cheaper. There is an entire room full of microwaves next to the restaurant where you can warm up your food.
To avoid having to wait for a long time I recommend you either wait until 1PM to eat or you go early before 12PM. Otherwise you might need to wait for some time for a microwave to open up. You can eat your lunch box at your table which is not something I was used to before.
 
Studenthuset is defintily my favourite place to study at and I will always meet someone I know there. If you want to know more about it check out this podcast episode we did on the topic!
All the best,
Emily
 
_____________________________________________________________
Why not continue the conversation with us?
Start with checking out:
Our programmes, the application process, webinars, and our Instagram and Facebook account.
Still left wanting more? 
Book an appointment with our recruitment coordinator at infocenter@liu.se.
FacebookTweetPin







Comments are disabled for this post






                                      Student life                                    





"
University field trip to Brussels,https://internationalstudents.blog.liu.se/2023/03/03/university-field-trip-to-brussels/,"


As I mentioned in one of my last posts, I went on an excursion with my Master’s programme. We visited Brussels and especially the heart of the EU in Brussels. The whole trip was organised by ourselves and was packed with interesting study visits as well as sightseeing. We travelled to Brussels by bus, which took about 18 hours and was quite an adventure. It was my longest bus journey so far, but it wasn’t as bad as I thought it would be. We arrived in Brussels in the afternoon and moved into our apartment hotel, which was really nice.
The first few days we visited the three main institutions of the EU: Council, Commission and Parliament. This was very exciting as they had very interesting study visits planned for us. I was particularly interested in visiting the Council of the European Union because, at least for me, it is the most difficult of the three institutions to understand. Apart from an interesting presentation, we also got to visit the European building. Here you can see the so-called “Lantern”, the room where the heads of the EU meet for the Council meetings. Outside we could see the red carpet, which we now know from press interviews of politicians in the news.

Furthermore we got to enjoy Brussels and went sightseeing throughout the whole city. Close to our hotel, we had a very nice view over the city, which was even more beautiful from the ferry wheel. Apart from that, we saw the famous Grand Place, the Atomium and many more. Of course, we also enjoyed some Belgium fries and waffles. I find the city very interesting, since you can see a big difference between the European quarter and the rest of the city. The only thing I missed was a river. Otherwise the city offers great food and lots of activities to enjoy.
 
One of the highlights was the visit in the representation of Östergötland. The team in Brussels is relatively small and surprisingly young. In good Swedish manner we got to enjoy some Fika before and after the visit. Before, I hadn’t quite understood the reason for having a regional office in Brussels for a comparatively small European region, but they managed to explain. They showed us different examples of EU projects, in which they have intervened and advocated in the interest of Östergötland. One of them, was the project of a connected European railway system, where the represenation managed to define Linköping and Nörrköping as urban nodes. This means they will be strongly taken into account in the planning. They work in the Nordic tower in Brussels, where also other Swedish and other Scandinavian regions have their offices. This enables a great cooperation between the Nordic countries.
I hope you enjoyed the little insight into our field trip and our study program.
Until soon,
Jule
_____________________________________________________________________________
Why don’t continue the conversation with us?
Start with checking out:
Our programmes, the application process, webinars, and our Instagram and Facebook account.
Still left wanting more?Book an appointment with our recruitment coordinator at infocenter@liu.se.
FacebookTweetPin







Comments are disabled for this post






                                      Student life                                    





"
Part time jobs for students!,https://internationalstudents.blog.liu.se/2023/03/03/part-time-jobs-for-students-in-sweden/,"


Being a student with full time studies sometimes make it hard to even work part time job. It is advised by my program coordinators and the university people that it is not easy to work and study at the same time because we must study 8H a day which is equivalent for 40h a week. So, it is like a full-time job.To be also honest, sometimes I need to work during weekends to not leave things behind and to meet my deadlines. However, it can be possible to work if you can organize your time a bit and sacrifice the social life at some extent. But also, it is a bit hard even if you are organized and sacrificed other things to work on a part-time job if you do not know Swedish! This is a barrier here to find even a part time job. But I would say it is not impossible you just need to look hard for it.There are some jobs that a student without a Swedish language can do like to work in restaurants like in the kitchen, warehouses to carry and move things, food delivery, student pub, cleaning jobs, adds and journals distribution, taking care of pets, or walking a dog for example. These kinds of jobs do not really need Swedish language skills but also they do not pay your good money. But it is better than nothing if you really need to get some money. There are many website where you can just google “part time jobs for students” and you will find many website where you can apply through them. Besides, the university sometimes look for students to work on a student part time contract as lab assistants, research assistant, or in the library and those kind of jobs you can find them online on the university website where the open vacancies are there.Some jobs also can be done during weekends which is sometimes convenient if you normally have school stuff during the weekdays. So, In general there are many options and part time jobs for students who do not speak Swedish, but you just need to remember you are not here work, you are coming here to study and to master your studies as well ?You tell me in the comments, do you have part time jobs in your home countries for students? and have you worked before during your studies?//Heba____________________________________________________________________________________________________Why not continue the conversation with us?Start with checking out:Our programmes, the application process, webinars, and our Instagram and Facebook account. Still left wanting more? Book an appointment with our recruitment coordinator at infocenter@liu.se. 
FacebookTweetPin











Rilwan says: 

March 4, 2023 at 9:31 pm 
Hej Heba,
Thank you for sharing your findings about part-time jobs for students. I would like to know if there are teaching assistantship jobs offered by departments for international master’s students. 
Shukran.





Heba Talaat Abdelaziz Moustafa says: 

March 9, 2023 at 4:11 pm 
Hej Rilwan!
Yes, there some teacher assistant/lap assistant jobs at the university and not only for international students, they are mostly for everyone but there are specific requirements and you need to check if you meet the requirements or not.
you can check those vacancies on LiU website.
Afwan 🙂







Michael Osarenren says: 

March 9, 2023 at 1:45 pm 
Thanks for sharing your experience. I will keep your advices in mind when I arrive.





Heba Talaat Abdelaziz Moustafa says: 

March 9, 2023 at 4:07 pm 
Hej Michael,
I hope it is useful and those little advices can help you when you arrive to Linköping!





Comments are disabled for this post






                                      Uncategorized                                    





"
Whats it like moving from a big city to “small” Linköping?,https://internationalstudents.blog.liu.se/2023/02/28/whats-it-like-moving-from-a-big-city-to-small-linkoping/,"


Currently Linköping has around 105.000 inhabitants. Depending on where you are from that might be a lot or very little. For me it is definitely the latter. Before moving here, I’ve lived my whole life in Vienna, the capital of Austria with more than 2 million inhabitants. In this post I’ll talk about some of the difference between living in a big capital city and living in a mid-sized town like Linköping.
1. Everything is close
The first thing that surprised me when I moved to Linköping was that everything is so closeby. I live in Ryd, which is quite far outside of the city center and still, to get downtown I just need to hop on my bike for 10 to 15 minutes. When I asked Google Maps how flong it takes me to bike to the Saab-Arena (ice hockey stadium) I was very surprised to see that it will be just 17 minutes, even though I basically have to ride through the whole town to get there. Another great thing is that nature is always closeby. To get to Tinnerö Naturreservat, with it’s pristine lake views, I need to ride for less than half an hour.
This is such a big contrast when compared to my life before in the big city. To get anywhere I always calculated with at least 30 minutes transit time in public transport. It’s great to save so much time when living in Linköping.
2. Quiet
Linköping is so quiet! I don’t necessarily mean this just in terms of noise (as sometimes there is quite a big of noise from the nearby military airport), but just in terms of general business. In Ryd, where I live the streets usually are really empty and you can only see a few people around. At home, as soon as I left my apartment I was right in the middle of a busy shopping street, which was always full of people – day and night. This is a nice benefit in my opinion as it is less stress inducing and lets you calm down more easily.
Quiet Ryd roads in winter
3. Less options for bigger events and shops
This is the only downside on my list. As Linköping is not a big city, there are some shops that are just missing here. For example I wanted to buy some sporting equipment from my favourite shop, but they only have outlets in the biggest swedish cities of Stockholm and Göteborg. Luckily in times of online shopping this is not a big issue.
Also you should not expect your favourite artist to visit Linköping on their europe tour 😉 . But as Stockholm is just a few hours away, it’s not a big deal to go there for these occasions.
4. … but you still have everything you need
In general I think Linköping has just the right size. You have all the options you want from a city, with a variety of shops, nightlife, events and much more, while still not having the overwhelming and stressful feeling of a megacity. I’m very happy with my choice of moving here and trying out this way of living!
That’s it from me this week. Hej då!
Niko

Why not continue the conversation with us?
Start with checking out:
Our programmes, the application process, webinars, and our Instagram and Facebook account.
Still left wanting more?
Book an appointment with our recruitment coordinator at infocenter@liu.se.
FacebookTweetPin







Comments are disabled for this post






                                      Life in Sweden                                    



                                      Student life                                    





"
Swedish Sittnings,https://internationalstudents.blog.liu.se/2023/02/27/swedish-sittnings/,"


When you come to LiU you will probably come across events called ‘sittning’. The literal translation means a session or a sitting (quite similar actually). However, there is a lot more behind that word. Basically a sittning is a dinner event usually with a welcome drink, a 3 course meal and a drink of choice included. You are lead through the dinner by one or two Toastmaster that are responsible for announcing the different activities and performances. There is also a very important singing tradition. On each table you will find sheets of paper with numbered songs and at the beginning of each event a question is set. If you want the room to sing a song, you and your table will do a drum roll on the table until everyone joins in. Then you scream the your answer to the question before announcing the song number. The Toastmaster will then begin the song for everyone to join in. A lot of the songs are actually in Swedish as it’s tradition and they are always the same. Often there is also one or two performances by some of the university choirs.
There is a bunch of different types of sittnings. I have been to 4 sittnings in total all very different.
The Master sittning
The first sittning I ever went to was my Master Sittning. This was a very classic version of the sittning tradition. It was organized by the section that my programme belongs to. All the Master students from the section were invited, however there is always a limited amount of places. So, my friends and I had to be quick to sign up. As this was a traditional one the dress code was formal, so dresses and suits. My Swedish friends had to explain a lot of the things that were happening to me. But it was a great experience.
The Christmas sittning
This was a sittning also organized by my section FLiNS. As it was Christmas themed the dress code was a bit more loosely. Some wore ugly Christmas sweaters, other wore winter dresses and a Christmas hat. It was a lot of fun as the songs chosen for the event were Christmas songs, even some in English. This is a great way to get int othe Christmas spirit.
The Harry Potter sittning
Of course the university has a Harry Potter section that also plans different events like PubQuizzes and Game Night. Their big event however is the Sorterningssittnigen (Sorting Sittinging). So everyone dresses up like they’re part of the Harry Potter Universe, usually in their house colours. I obviously had to wear my time turner necklace and a red dress (yes, according to Pottermore I’m a Gryffindor) But you can also take a little quiz before the sittning and get sorted at the event. The decorations and the songs were of course Harry Potter themed. We actually did the Severus Snape rap.

The Carnaval sittning
This is the most recent sittning I went to. It was organized by UPF and was held in English, which was really fun. Given the Carnaval theme, we were meant to dress up as something, there was even a costume contest where we could vote for the best one during dinner. I wore a sequin dress, a bit like a disco ball. We also had some German and English song options which I loved and really enjoyed. And my friend group and I came second in the Kahoot! ESN and ISA also organize sittnings. If you are unsure about the Swedishness of the section sittnings I recommend you start by going to a sittning organized by one of the international organizations. They stick to the traditions but do it in English.
The price usually varies between 350 and 450kr if you choose an alcoholic beverage, the non-alcoholic option is cheaper. This depends on the organizers and where the sittning takes place. The two main locations are Ryds Herrgård (HG) next to the Ryds Centrum or Kårhuset Kollektivet (KK) which is located in town. Again the location depends on the organizers and the size of the sittning. KK is the bigger venue with multiple rooms to use.
I can only recommend to join at least one sittning during your studies in Sweden it’s a quite fun tradition to take part in.

All the best,
Emily
 
PS: You also get fun patches for your overall!
 
_____________________________________________________________
Why not continue the conversation with us?
Start with checking out:
Our programmes, the application process, webinars, and our Instagram and Facebook account.
Still left wanting more? 
Book an appointment with our recruitment coordinator at infocenter@liu.se.
FacebookTweetPin







Comments are disabled for this post






                                      Life in Sweden                                    



                                      Student life                                    





"
Why is it important to gain academic experiences?,https://internationalstudents.blog.liu.se/2023/02/26/why-is-it-important-to-gain-academic-experiences/,"


My dear readers,
A big part of my learning from childhood till this date has been active. Whether it is doing experiments in the lab or interviewing someone during middle school for a history project, I have always needed to actively participate and engage in my learning, it has been an educational requirement wherever I have studied. Now that I am at university reflecting upon this, I have come to the realisation that knowledge is important, but becomes a powerful weapon when combined with experience. So as university students, here are some thoughts I have about why experience is important during your studies.
For example, we can discuss lab experience as I study biomedicine and do a lot of experimental work in my laboratories. The experiments that we do in my programme here really facilitates my understanding because I can apply the theoretical concepts in a real-life situation and accordingly, analyse the results. Sometimes the results go exactly as the theory would state but other times, they can be quite different. Those situations can be challenging for me but ended up motivating me to think critically to find a reason as to why the outcome was so.
Experience is so important in any aspect of life. You want to become better at a sport – you need game/match experience. Similarly, to enjoy and truly understand all the content you are learning in your programmes, you need to gain some live experience. Now, I hope you’re thinking what I am…..INTERNSHIP!
An internship can be paid or unpaid, but regardless it gives you something that is worth a lifetime – EXPERIENCE. This is important because it allows you to work in the field that you are interested in, hands on. You get to visualise your future in a way, through a short period of time and can realise if you like it or if you need to find something else to do. I strongly recommend, when and if you have summer/winter holidays, to dedicate sometime to working or doing an internship wherever you like. It could be at a marketing firm, or a bank, or a laboratory. The university environment is very helpful when it comes to these opportunities as you can email a professor and ask about summer opportunities. I know it is very hard and may seem daunting but for whatever work you want to do in the future, or even if you want to keep studying, an internship can bring you closer to your path of success by giving you live experience you crave for in the field that you want to work with. A simple way to start is to go to the research page at LiU and look at professors and researchers that work in your area of interest. You can email them, read about the papers they have published or even contact a bigger organisation, if they are a part of one.
There are many benefits of doing an internship. It looks good on your resume for work or educational applications. It also improves your communication, team building and problem solving skills. You can also socialise and make new friends in the process. If you get paid, that is a bonus as well. I know sometimes we don’t want to work without getting paid, but trust me, the experience you gain is a long term investment into your bright futures ahead. So go ahead, email your teachers, get in contact with professors that come and give you lectures and let’s grab some valuable EXPERIENCE!
Till next time,
Shiv <3
Why don’t continue the conversation with us?
Start with checking out:
Our programmes, the application process, webinars, and our Instagram and Facebook account.
Still left wanting more?Book an appointment with our recruitment coordinator at infocenter@liu.se.
FacebookTweetPin







Comments are disabled for this post






                                      About me                                    



                                      Student life                                    





"
Visiting Lapland,https://internationalstudents.blog.liu.se/2023/02/26/visiting-lapland/,"


Hej all!
Over the weekend it has snowed in Linköping! I have been awaiting this so I am very happy about it! 😀 Do you like snow? Because I love it! This reminded me of my time in Lapland – I went there in December 2021. It was a wonderful time and today, I will share with you what I have done there 😀
I think that everybody should go there at least once because it is a great experience. One of the most compelling reasons for me to visit there was the Northern Lights. Lapland is actually one of the best places in the world to see the Northern Lights, also known as the Aurora Borealis. This natural phenomenon of dancing lights in the sky is a breathtaking and unforgettable experience. I have also heard a lot about its natural beauty and it was all true. Lapland is a stunningly beautiful region with pristine wilderness, snow-capped mountains, and frozen lakes. I have seen some photos before but honestly, the photos cannot pay enough tribute to it. Lapland is also a perfect place for winter sports and experiencing Sami culture. Overall, it is an excellent destination for those who enjoy outdoor activities and want to experience the beauty of nature.
Today, I will share with you some things that I have done in Swedish Lapland and hopefully, it may also guide you if you are planning your own trip.
Firstly,  I got to Lapland by plane and we stayed in a camp Alta – around 20 min from Kiruna by car. Kiruna is the northernmost city in Sweden. The camp offers you a lot of things for rent so you don’t need to bring everything with you such as winter clothing or shoes.
We stayed in cute cottages like this one.
You have plenty of activities already at the camp. You have a sauna floating on a frozen lake but it isn’t the only one. There are more that you can book if you want to have it only for yourself. I truly recommend you try it out (not even necessarily in Kiruna but anywhere!).
Sauna on a frozen lake
Additionally, you can try ice fishing in this very same lake, you can go for walks in the area or on the lake (there is a river nearby) or you can try cross-country skiing. I don’t know about it now but when I was there for each of these activities you could rent the equipment from the camp. Another alternative to what you can do is to go for a snowmobile ride.
Snowmobile ride
With the snowmobile, you can reach two places: Ice Hotel and Sami village. The Ice Hotel is located in Jukkasjärvi. It is constructed entirely out of ice and snow since 1989. What baffles me the most is that it is rebuilt each year using blocks of ice taken from the nearby Torne River. Interestingly, it isn’t only the hotel but also an art gallery featuring artworks made of ice and snow. If you want to visit it then remember that the hotel is open from December to April each year (so the weather is cold enough to keep the ice and snow sculptures intact).
Sami culture refers to the people who are indigenous to the northern parts of Norway, Sweden, Finland, and the Kola Peninsula of Russia and their way of living. The Sami people have their own distinct language and traditions. However, generally, the culture is characterized by its close relationship with nature and the environment. Historically they herded reindeer, fished, and hunted for their livelihood which is also an important part of their culture now. When I was there I had a chance to pet and feed a reindeer! To be honest it was kind of a scary experience but totally worth it!
Entrance to the Ice Hotel
One of the bedrooms in the hotel
I petted a reindeer!
And last but perhaps the most important is the Northern Lights. I visited Abisko National Park one night and we had a wonderful opportunity to watch Northern Lights. They were intense and floating – it was amazing! Although, they look much stronger in the photo – just so you are prepared for it.
Wonderful Northern Lights
And lastly, I should mention that I went on this trip with ISA and 90 degrees north however, you can always go there by yourself if you want to. It is definitely worth it 😀
 
/Alexandra, Experimental and Medical Biosciences
________________________________________________________________________________________________
Why don’t continue the conversation with us?
Start with checking out:
Our programmes, the application process, webinars, and our Instagram and Facebook account.
Still left wanting more?Book an appointment with our recruitment coordinator at infocenter@liu.se.
 
 
 
 
 
 
 
 
 
 
FacebookTweetPin







Comments are disabled for this post






                                      About me                                    



                                      Life in Sweden                                    



                                      Student life                                    



                                      Uncategorized                                    





"
Combatting The Remainder of Swedish Winters,https://internationalstudents.blog.liu.se/2023/02/26/combatting-the-remainder-of-swedish-winters/,"


My dear readers,
February is almost coming to an end, however, the weather remains cold and snow is back as well. So, here are my tips, as a Swede, for you to make the most of the remaining winter and stay productive.

PLEASE dress for the WORST. There is a saying in Swedish – “Det finns inte dåliga väder, bara dåliga kläder”, which means there is no bad weather, just bad clothes. The weather is quite unpredictable here but because it is still cold and also snowing, go for more than one layer. It is time to show off your new sweater collection! For those of you who love wearing skirts, get those thermal stockings on to keep warm and also look cute. I recommend the same if you want to wear a dress, this way you can look fashionable and stay warm at the same time. It’s a two bird one stone type of move 😉
Wear proper shoes. As the ice melts, the footpaths outside are becoming more slippery and so it is quite easy to fall. You don’t want to hurt yourself while running for the morning bus so make sure your shoes’ soles have a good grip so that you can walk properly without hurting yourself.
Always have Ipren or Ibuprofen or hand. With the climate taking a turn, different bodies react differently and there is a high likelihood of getting a cough, cold or even a migraine, due to the cold. So always have these two painkillers in hand, wherever you go, they will work a miracle!
Warm drinks will keep you cozy and lift your mood up. They will provide you with that energy kick during late evenings when you need to finish that essay or get through cramming for a test. Remember to scan your drinks on the Pressbryån (store close to both Campus US and Valla) app, every 5th drink will then become free. We have to hydrate, but save money as well. If you want something fancier, the Espresso House coffee shop has seasonal warm drinks, with vegan alternatives, for everyone to enjoy 😀
Lastly, remember to keep your body moving. The weather is demotivating but we cannot give into it. We must stay active at least 30 minutes a day and get our adrenaline going by either dancing, gymming, biking or even taking a 30 minute walk. It will uplift the mood instantly. I love to go to the gym or for a walk and feel the breeze. It re-energises me and provides a freshness using which I can continue my evening  productivity.

These tips may seem basic, but once implemented in the daily routines, can do wonders. So let’s stick together and manifest positivity this upcoming March. 
Till next time my readers,
Shivani <3
Why don’t continue the conversation with us?
Start with checking out:
Our programmes, the application process, webinars, and our Instagram and Facebook account.
Still left wanting more?Book an appointment with our recruitment coordinator at infocenter@liu.se.
FacebookTweetPin







Comments are disabled for this post






                                      Uncategorized                                    





"
Overalls: LiU's Obvious Dressing Choice,https://internationalstudents.blog.liu.se/2023/02/26/overalls-lius-obvious-dressing-choice/,"


My dear readers,
Happy February! Today I want to talk about a very special tradition here at Linköping University. OVERALLS or OVVE in Swedish! You have definitely seen them around campus at least once, and if you are new, you will definitely see them sometime soon. Today, let us decode the reason as to why overalls are considered so special here at LiU.
But first, what is an overall/ovve? It is a one-piece of clothing that covers you from head to toe. If you study at Campus Valla, the arms are full length and most students usually tie the arms at the waist. At Campus US, the overalls are sleeveless so you can wear them on their own or have a cute top underneath as well.
An important thing to note is that each programme has its own colour for the overall, the colour represents what programme you belong to. My overall at the BioMed section is an olive green colour. You get your ovve in white and then dye it based on the colour of your programme. There are some mandatory patches to add like the LiU patch and your section’s patch most probably. For all international students, there is an overall inauguration where you get your overalls very messy and play fun games to bond through wearing overalls. ESN does an amazing ceremony for the inauguration and their overalls are dark blue.
These ovve will be a core memory for you for the next three years in so many different ways, these overalls will be an ice breaker in so many different situations and you also feel a sense of belonging. E.g. you see someone in an ovve of your programme and and think, hey that’s my guy from my programme. There’s immediately a conversation starter there 😉 Your ovve are worn at all sorts of student experiences, and for many students they become a valuable memento that is kept long after graduation. The more patches you add, the more fun your overall looks as well, with lots of decorative pieces.
As cheesy as it sounds, they tell a story, a story of all the wonderful social experiences you’ve been through at university with your friends, they create memories worth a lifetime. So I, as a fellow ovve owner, definitely recommend you to invest in one.
Till next time,
Shiv <3
Why don’t continue the conversation with us?
Start with checking out:
Our programmes, the application process, webinars, and our Instagram and Facebook account.
Still left wanting more?Book an appointment with our recruitment coordinator at infocenter@liu.se.
FacebookTweetPin







Comments are disabled for this post






                                      Uncategorized                                    





"
How I decided on my thesis topic!,https://internationalstudents.blog.liu.se/2023/02/26/how-i-decided-on-my-thesis-topic/,"


It seems like my journey with the master’s program came to an end. Now I am in the final chapter in my program, and if you do not remember the name of my program it is “Master’s program in Science for Sustainable Development” it is a 120 credits which is for two years. It is interdisciplinary program where I have learned many things related to sustainability from different specialties.Now, I am in the fourth and last semester where I have the master’s thesis course, it is 30 credits which is a fulltime thesis project for an entire semester. When I started the program I was not really sure about what I want to write my thesis on and that made me most of the times worry about it. When I talked to my teachers, all of them advised me to not freak out and not to think too much about it. Especially at the beginning of the program. Later on I understood why I do not need to think too much about it, because after the first year it will become somehow clear for what you want to write about!However, to me honest with you, I was not sure till the third semester what area or which topic or idea I want to write my thesis on. And that’s why I decided during my third semester to mix between practical study and research skills to get inspired and to taste different flavors of topics and areas of studies. At one point I was about to merge my research skills with the master’s thesis which I would say the most safest option for me since I was already working on the topic for more than two month and I thought that would make my life easier when continue writing on the same topic for the thesis. But during the research skills courses I found myself demotivated and no much interest in what I am doing. So, I started to think about what was the most interesting courses that I felt motivated to work on during the program. The first thing that came to my mind was the internship course and how despite it was very challenging and to some extent complicated as I completely went out from my comfort zone, but I felt it was interesting discover things on my own. So, at this point I wanted to dig deeper on the internship topic. From there I contacted the internship company to check the possibilities to for writing my thesis with them.The main key messages from this blog are to take your time to think about your thesis topic to be sure that this is the topic you want to write on! No matter how much time it will take. Try different areas and taste different flavours to know your taste. knock all the doors as one of them might open for you!//Heba____________________________________________________________________________________________________Why not continue the conversation with us?Start with checking out:Our programmes, the application process, webinars, and our Instagram and Facebook account. Still left wanting more? Book an appointment with our recruitment coordinator at infocenter@liu.se. 
FacebookTweetPin







Comments are disabled for this post






                                      Uncategorized                                    





"
